model,seed,N,C,completion,virtual_time_s,time_per_clear_s,macro_steps,error
candidate,419001739,11,11,True,3319.474639,301.7704217272727,34,
candidate,419001740,16,16,True,3951.461258,246.966328625,33,
candidate,419001741,11,11,True,3621.183027,329.198457,30,
candidate,419001742,14,14,True,2413.800317,172.41430835714286,24,
candidate,419001743,15,15,True,3404.722098,226.9814732,41,
candidate,419001744,10,10,True,3395.361069,339.5361069,26,
candidate,419001745,14,14,True,3561.19962,254.37140142857143,36,
candidate,419001746,11,11,True,2398.802489,218.07295354545457,25,
candidate,419001747,10,10,True,3570.820768,357.0820768,29,
candidate,419001748,13,13,True,2991.040574,230.08004415384616,23,
candidate,419001749,14,14,True,3922.674913,280.1910652142857,36,
candidate,419001750,15,15,True,2598.530705,173.23538033333335,33,
candidate,419001751,15,15,True,3443.658503,229.57723353333333,41,
candidate,419001752,13,13,True,3197.395333,245.95348715384614,32,
candidate,419001753,12,12,True,3472.068886,289.3390738333333,32,
candidate,419001754,15,15,True,2282.253047,152.15020313333335,25,
candidate,419001755,11,11,True,4042.347138,367.48610345454546,29,
candidate,419001756,11,11,True,3573.333933,324.84853936363635,24,
candidate,419001757,11,11,True,3151.636623,286.51242027272724,29,
candidate,419001758,14,14,True,2838.230648,202.7307605714286,24,
candidate,419001759,15,15,True,3926.53126,261.7687506666667,38,
candidate,419001760,16,16,True,2922.258018,182.641126125,28,
candidate,419001761,14,14,True,4218.147094,301.296221,37,
candidate,419001762,14,14,True,2718.857222,194.20408728571428,30,
candidate,419001763,13,13,True,3765.910611,289.6854316153846,34,
candidate,419001764,14,14,True,3304.013079,236.0009342142857,28,
candidate,419001765,14,14,True,4158.405397,297.02895692857146,36,
candidate,419001766,10,10,True,2472.148239,247.2148239,18,
candidate,419001767,16,16,True,4094.449671,255.9031044375,40,
candidate,419001768,15,15,True,3901.223681,260.08157873333334,35,
candidate,419001769,13,13,True,3617.519329,278.2707176153846,37,
candidate,419001770,12,12,True,2390.259437,199.18828641666667,24,
candidate,419001771,15,15,True,3767.106064,251.14040426666668,39,
candidate,419001772,14,14,True,2955.030158,211.07358271428572,26,
candidate,419001773,16,16,True,3469.283176,216.8301985,41,
candidate,419001774,12,12,True,2465.746611,205.47888425,24,
candidate,419001775,13,13,True,3633.029355,279.46379653846157,35,
candidate,419001776,11,11,True,3349.093441,304.4630400909091,27,
candidate,419001777,16,16,True,4767.917102,297.994818875,40,
candidate,419001778,10,10,True,2423.560659,242.35606590000003,23,
candidate,419001779,10,10,True,3363.555349,336.3555349,32,
candidate,419001780,12,12,True,3740.106734,311.6755611666667,29,
candidate,419001781,15,15,True,3667.2261,244.48174,37,
candidate,419001782,13,13,True,2506.982865,192.84483576923077,26,
candidate,419001783,13,13,True,3399.706216,261.51586276923075,35,
candidate,419001784,10,10,True,3172.797715,317.27977150000004,21,
candidate,419001785,10,10,True,3543.758526,354.37585260000003,28,
candidate,419001786,12,12,True,2991.851943,249.32099525,30,
candidate,419001787,15,15,True,3527.443564,235.1629042666667,44,
candidate,419001788,13,13,True,3624.595136,278.81501046153846,29,
candidate,419001789,10,10,True,3077.618678,307.7618678,27,
candidate,419001790,10,10,True,2384.974884,238.4974884,20,
candidate,419001791,16,16,True,3686.995846,230.437240375,40,
candidate,419001792,12,12,True,3321.075936,276.756328,28,
candidate,419001793,16,16,True,3243.190775,202.6994234375,46,
candidate,419001794,14,14,True,2573.817045,183.84407464285712,24,
candidate,419001795,12,12,True,3895.597826,324.63315216666666,32,
candidate,419001796,16,16,True,3317.993789,207.3746118125,32,
candidate,419001797,16,16,True,3916.216889,244.7635555625,41,
candidate,419001798,12,12,True,2425.001394,202.0834495,20,
candidate,419001799,13,13,True,3374.642901,259.5879154615385,37,
candidate,419001800,12,12,True,3396.276664,283.02305533333333,31,
candidate,419001801,15,15,True,4423.11947,294.8746313333333,38,
candidate,419001802,14,14,True,2331.75163,166.55368785714288,23,
candidate,419001803,11,11,True,3536.794056,321.52673236363637,29,
candidate,419001804,12,12,True,3587.521598,298.96013316666665,28,
candidate,419001805,10,10,True,3488.737048,348.8737048,32,
candidate,419001806,15,15,True,2467.005582,164.46703879999998,23,
candidate,419001807,13,13,True,3768.468895,289.88222269230766,34,
candidate,419001808,12,12,True,3137.990357,261.4991964166667,25,
candidate,419001809,11,11,True,3668.967069,333.5424608181818,31,
candidate,419001810,15,15,True,2306.543724,153.7695816,29,
candidate,419001811,16,16,True,3294.504076,205.90650475,42,
candidate,419001812,15,15,True,3919.585619,261.30570793333334,34,
candidate,419001813,14,14,True,4094.441842,292.4601315714286,36,
candidate,419001814,13,13,True,2226.304168,171.25416676923078,21,
candidate,419001815,13,13,True,3484.621669,268.0478206923077,35,
candidate,419001816,12,12,True,3454.205881,287.85049008333334,27,
candidate,419001817,16,16,True,3255.650657,203.4781660625,41,
candidate,419001818,14,14,True,2479.066669,177.07619064285714,25,
candidate,419001819,15,15,True,3894.76872,259.651248,39,
candidate,419001820,15,15,True,3365.71812,224.381208,28,
candidate,419001821,16,16,True,4310.519048,269.4074405,41,
candidate,419001822,15,15,True,2726.273297,181.75155313333335,26,
candidate,419001823,12,12,True,3280.195753,273.3496460833333,36,
candidate,419001824,11,11,True,2754.055518,250.36868345454548,24,
candidate,419001825,11,11,True,3752.276277,341.1160251818182,30,
candidate,419001826,12,12,True,2344.822377,195.40186475,22,
candidate,419001827,14,14,True,3842.336433,274.45260235714284,33,
candidate,419001828,16,16,True,3751.258791,234.4536744375,36,
candidate,419001829,13,13,True,3233.524339,248.73264146153846,41,
candidate,419001830,15,15,True,2362.446394,157.49642626666667,26,
candidate,419001831,16,16,True,4099.239496,256.2024685,40,
candidate,419001832,15,15,True,3571.070609,238.07137393333332,34,
candidate,419001833,11,11,True,3201.300241,291.02729463636365,30,
candidate,419001834,12,12,True,2654.837163,221.23643025,27,
candidate,419001835,12,12,True,3574.473207,297.87276725,32,
candidate,419001836,13,13,True,3252.775248,250.2134806153846,26,
candidate,419001837,10,10,True,3544.031124,354.4031124,27,
candidate,419001838,11,11,True,2251.613553,204.6921411818182,19,
candidate,419001839,12,12,True,3376.169442,281.3474535,32,
candidate,419001840,16,16,True,3615.131256,225.9457035,36,
candidate,419001841,12,12,True,3318.078534,276.5065445,36,
candidate,419001842,14,14,True,2719.417039,194.24407421428572,24,
candidate,419001843,12,12,True,3828.823421,319.06861841666665,32,
candidate,419001844,11,11,True,2824.483749,256.7712499090909,27,
candidate,419001845,15,15,True,3439.42532,229.29502133333332,39,
candidate,419001846,13,13,True,2817.689101,216.74531546153847,25,
candidate,419001847,11,11,True,3778.133889,343.4667171818182,33,
candidate,419001848,15,15,True,3657.200268,243.8133512,30,
candidate,419001849,12,12,True,3724.067099,310.33892491666666,32,
candidate,419001850,16,16,True,1253.582166,78.348885375,23,
candidate,419001851,13,13,True,3388.104068,260.6233898461538,35,
candidate,419001852,10,10,True,3322.490848,332.2490848,26,
candidate,419001853,12,12,True,3228.092152,269.00767933333333,35,
candidate,419001854,11,11,True,2406.940333,218.81275754545456,21,
candidate,419001855,11,11,True,3680.717347,334.61066790909086,31,
candidate,419001856,13,13,True,3622.984119,278.6910860769231,29,
candidate,419001857,14,14,True,3667.126248,261.9375891428571,37,
candidate,419001858,11,11,True,2566.53885,233.32171363636363,23,
candidate,419001859,14,14,True,3507.373576,250.526684,41,
candidate,419001860,11,11,True,3341.615366,303.7832150909091,28,
candidate,419001861,11,11,True,3610.510476,328.22822509090906,30,
candidate,419001862,10,10,True,2545.273316,254.52733159999997,19,
candidate,419001863,10,10,True,3497.038672,349.7038672,28,
candidate,419001864,11,11,True,3293.872718,299.4429743636364,23,
candidate,419001865,14,14,True,3370.986022,240.78471585714286,36,
candidate,419001866,14,14,True,2196.037501,156.85982149999998,26,
candidate,419001867,10,10,True,3201.661898,320.1661898,28,
candidate,419001868,15,15,True,3422.037327,228.1358218,30,
candidate,419001869,14,14,True,3594.942221,256.7815872142857,35,
candidate,419001870,15,15,True,2664.992118,177.6661412,26,
candidate,419001871,10,10,True,3090.761068,309.0761068,24,
candidate,419001872,13,13,True,3449.105477,265.31580592307694,26,
candidate,419001873,15,15,True,4063.895841,270.9263894,37,
candidate,419001874,13,13,True,2775.244782,213.48036784615385,24,
candidate,419001875,11,11,True,3618.094358,328.9176689090909,32,
candidate,419001876,15,15,True,3896.789129,259.78594193333333,35,
candidate,419001877,15,15,True,3637.922684,242.52817893333335,39,
candidate,419001878,10,10,True,2526.960749,252.69607489999999,20,
candidate,419001879,13,13,True,3749.710998,288.43930753846155,33,
candidate,419001880,11,11,True,2728.822512,248.07477381818182,24,
candidate,419001881,12,12,True,3747.504023,312.29200191666666,34,
candidate,419001882,11,11,True,2591.657983,235.60527118181818,23,
candidate,419001883,11,11,True,3332.391674,302.9446976363636,34,
candidate,419001884,12,12,True,3212.171702,267.68097516666666,25,
candidate,419001885,14,14,True,4140.891195,295.7779425,36,
candidate,419001886,14,14,True,2450.53385,175.03813214285714,23,
candidate,419001887,16,16,True,3698.086735,231.1304209375,42,
candidate,419001888,16,16,True,3648.142398,228.008899875,33,
candidate,419001889,16,16,True,3460.17947,216.261216875,44,
candidate,419001890,16,16,True,2507.673989,156.7296243125,29,
candidate,419001891,16,16,True,4462.691756,278.91823475,39,
candidate,419001892,12,12,True,2981.387733,248.44897775,27,
candidate,419001893,13,13,True,3729.153182,286.85793707692306,37,
candidate,419001894,13,13,True,2644.0343,203.38725384615384,33,
candidate,419001895,13,13,True,3698.302811,284.4848316153846,37,
candidate,419001896,13,13,True,3214.614198,247.27801523076926,31,
candidate,419001897,16,16,True,4176.810447,261.0506529375,39,
candidate,419001898,11,11,True,2350.840615,213.7127831818182,22,
candidate,419001899,13,13,True,3453.243724,265.6341326153846,33,
candidate,419001900,14,14,True,3679.675714,262.8339795714286,31,
candidate,419001901,15,15,True,3496.675874,233.11172493333333,42,
candidate,419001902,16,16,True,1255.314106,78.457131625,22,
candidate,419001903,13,13,True,3889.170373,299.16695176923076,34,
candidate,419001904,14,14,True,3309.257713,236.3755509285714,26,
candidate,419001905,13,13,True,3833.796386,294.9074143076923,35,
candidate,419001906,12,12,True,2947.168293,245.59735775000001,27,
candidate,419001907,14,14,True,3327.340535,237.66718107142856,36,
candidate,419001908,14,14,True,3345.325727,238.95183764285713,29,
candidate,419001909,15,15,True,3836.998256,255.79988373333333,39,
candidate,419001910,16,16,True,1506.451572,94.15322325,29,
candidate,419001911,12,12,True,3478.842951,289.90357925,31,
candidate,419001912,13,13,True,3701.810853,284.754681,32,
candidate,419001913,13,13,True,3591.982026,276.3063096923077,36,
candidate,419001914,12,12,True,2590.999118,215.91659316666667,25,
candidate,419001915,12,12,True,3665.098753,305.42489608333335,32,
candidate,419001916,11,11,True,3196.412553,290.58295936363635,23,
candidate,419001917,13,13,True,3448.196687,265.245899,33,
candidate,419001918,14,14,True,2882.043144,205.86022457142857,32,
candidate,419001919,15,15,True,3476.214549,231.7476366,40,
candidate,419001920,13,13,True,3660.438163,281.57216638461534,32,
candidate,419001921,16,16,True,4396.144838,274.759052375,42,
candidate,419001922,12,12,True,2167.779713,180.64830941666665,21,
candidate,419001923,14,14,True,3490.351804,249.31084314285712,39,
candidate,419001924,16,16,True,3548.957372,221.80983575,35,
candidate,419001925,10,10,True,3130.70989,313.070989,32,
candidate,419001926,14,14,True,2635.039691,188.2171207857143,25,
candidate,419001927,16,16,True,3575.764085,223.4852553125,40,
candidate,419001928,14,14,True,3408.253862,243.44670442857142,29,
candidate,419001929,16,16,True,3878.779952,242.423747,42,
candidate,419001930,12,12,True,2919.70257,243.3085475,24,
candidate,419001931,13,13,True,3506.381689,269.7216683846154,38,
candidate,419001932,12,12,True,3425.458781,285.45489841666665,25,
candidate,419001933,15,15,True,4215.937236,281.06248239999996,38,
candidate,419001934,15,15,True,2468.678116,164.57854106666667,25,
candidate,419001935,10,10,True,3332.663975,333.2663975,27,
candidate,419001936,10,10,True,3469.260458,346.9260458,26,
candidate,419001937,10,10,True,3524.166391,352.4166391,32,
candidate,419001938,11,11,True,2252.623502,204.78395472727271,21,
candidate,419001939,11,11,True,3944.485704,358.5896094545455,30,
candidate,419001940,12,12,True,3355.929835,279.6608195833333,26,
candidate,419001941,10,10,True,3331.903008,333.19030080000005,28,
candidate,419001942,15,15,True,2525.318123,168.35454153333333,28,
candidate,419001943,12,12,True,3428.2673,285.68894166666666,34,
candidate,419001944,10,10,True,2518.152426,251.8152426,21,
candidate,419001945,13,13,True,4003.511817,307.9624474615385,33,
candidate,419001946,11,11,True,2228.873864,202.62489672727273,20,
candidate,419001947,14,14,True,4069.111929,290.6508520714286,38,
candidate,419001948,14,14,True,3561.254881,254.37534864285712,31,
candidate,419001949,11,11,True,3466.277521,315.11613827272726,33,
candidate,419001950,14,14,True,2646.807864,189.05770457142856,25,
candidate,419001951,11,11,True,3811.692813,346.51752845454547,31,
candidate,419001952,12,12,True,3211.212786,267.6010655,24,
candidate,419001953,13,13,True,3579.538895,275.3491457692308,34,
candidate,419001954,15,15,True,2378.666398,158.57775986666667,25,
candidate,419001955,14,14,True,3407.911301,243.4222357857143,37,
candidate,419001956,16,16,True,3410.524043,213.1577526875,31,
candidate,419001957,15,15,True,4760.63129,317.37541933333335,38,
candidate,419001958,16,16,True,1157.216217,72.3260135625,21,
candidate,419001959,14,14,True,3465.13178,247.50941285714288,41,
candidate,419001960,10,10,True,3210.825436,321.0825436,24,
candidate,419001961,11,11,True,3359.858153,305.44165027272726,33,
candidate,419001962,16,16,True,1172.691115,73.2931946875,25,
candidate,419001963,15,15,True,3922.178097,261.4785398,38,
candidate,419001964,16,16,True,3541.139045,221.3211903125,28,
candidate,419001965,14,14,True,3814.1194,272.4371,35,
candidate,419001966,11,11,True,2643.908742,240.35534018181818,25,
candidate,419001967,11,11,True,3543.620455,322.1473140909091,33,
candidate,419001968,10,10,True,2914.33314,291.433314,22,
candidate,419001969,14,14,True,3728.338538,266.30989557142857,36,
candidate,419001970,13,13,True,2363.780808,181.82929292307693,27,
candidate,419001971,14,14,True,3660.596773,261.4711980714286,37,
candidate,419001972,15,15,True,3315.689195,221.04594633333332,35,
candidate,419001973,10,10,True,3190.85964,319.085964,32,
candidate,419001974,15,15,True,2393.486196,159.5657464,23,
candidate,419001975,10,10,True,3608.947426,360.89474260000003,28,
candidate,419001976,14,14,True,3637.235577,259.8025412142857,32,
candidate,419001977,16,16,True,3850.591149,240.6619468125,42,
candidate,419001978,14,14,True,2428.165331,173.4403807857143,27,
candidate,419001979,12,12,True,3455.084011,287.9236675833333,36,
candidate,419001980,11,11,True,3086.192697,280.56297245454545,26,
candidate,419001981,14,14,True,3881.951987,277.2822847857143,38,
candidate,419001982,13,13,True,2322.84278,178.68021384615383,21,
candidate,419001983,10,10,True,3493.067167,349.30671670000004,29,
candidate,419001984,12,12,True,3565.330074,297.1108395,32,
candidate,419001985,13,13,True,3459.327448,266.1021113846154,40,
candidate,419001986,11,11,True,2324.210158,211.29183254545453,21,
candidate,419001987,16,16,True,4423.774586,276.485911625,40,
candidate,419001988,12,12,True,3552.883155,296.07359625,28,
